NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
2,['tetrahydroftaalimide'],['tetrahydrophthalimide'],[],['1469-48-3'],['tetrahydroftaalimide'],['8663'],['T4Hflmde'],[92888],['1469-48-3'],[92888],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['1469-48-3'],[],ChemischeStof,μg/L,PubChemCid 92888
1,[],['chlorphenylethanol'],[],['1674-30-2'],['chloorfenylethanol'],['8109'],[],[92898],['1674-30-2'],[92898],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92898
1,[],['ephedrine'],[],['299-42-3'],['efedrine'],['1927'],[],[9294],['299-42-3'],[9294],[],[],[],[],µg/L,['299-42-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9294
2,['fenchloorfos'],"['fenchlorphos', 'fenchlorphos (ronnel)']",[],['299-84-3'],['fenchloorfos  (ronnel)'],['8296'],['fenClfs'],[9298],['299-84-3'],[9298],[],[],[],[],,[],[],True,PubChemCompound,,['299-84-3'],[],ChemischeStof,μg/L,PubChemCid 9298
1,[],['vinyl benzyl alcohol'],[],['42273-76-7'],['vinylbenzylalcohol'],['1523'],[],[92986],['42273-76-7'],[92986],[],[],[],[],µg/L,['42273-76-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92986
2,['crufomaat'],['crufomat'],[],['299-86-5'],['crufomaat'],['8839'],['crfmt'],[9300],['299-86-5'],[9300],[],[],[],[],,[],[],True,PubChemCompound,,['299-86-5'],[],ChemischeStof,μg/L,PubChemCid 9300
1,['4-ethyl-1-octyn-3-ol'],['4-ethyl-1-octyn-3-ol'],[],['5877-42-9'],[],[],['4C2y1ot3ol'],[93012],['5877-42-9'],[93012],[],[],[],[],,[],[],True,PubChemCompound,,['5877-42-9'],[],ChemischeStof,μg/L,PubChemCid 93012
1,['methamfetamine hydrochloride'],['methamphetamine hydrochloride'],[],['4298-16-2'],[],[],['methafAeHCl'],[9306],['4298-16-2'],[9306],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['4298-16-2'],[],ChemischeStof,μg/L,PubChemCid 9306
1,['2-propenylbenzeen'],['2-propenylbenzene'],[],['300-57-2'],[],[],['2C3yeBen'],[9309],['300-57-2'],[9309],[],[],[],[],,[],[],True,PubChemCompound,,['300-57-2'],[],ChemischeStof,μg/L,PubChemCid 9309
3,['naftaleen'],"['Naphthaline', 'naphthalene']",['NAFTALINE'],"['25135-16-4', '72931-45-4', '91-20-3']",['naftaleen'],['8450'],['Naf'],[931],"['25135-16-4', '91-20-3']",[931],[],['naftaline'],[],[],,[],[],True,PubChemCompound,,['91-20-3'],[],ChemischeStof,μg/L,PubChemCid 931
2,['pirimicarb-desmethyl'],"['pirimicarb-desmethyl', 'primicarb-desmetyl']",[],['30614-22-3'],['primicarb-desmetyl'],['8775'],['pirmcdC1y'],[93139],['30614-22-3'],[93139],[],[],[],[],,[],[],True,PubChemCompound,,['30614-22-3'],[],ChemischeStof,μg/L,PubChemCid 93139
1,['hydrazine'],['hydrazine'],[],['302-01-2'],[],[],['hydzne'],[9321],['302-01-2'],[9321],[],[],[],[],,[],[],True,PubChemCompound,,['302-01-2'],[],ChemischeStof,μg/L,PubChemCid 9321
2,['thiocyanaat (anion)'],"['thiocyanate', 'thiocyanate (anion)']",[],"['302-04-5', '71048-69-6']",['thiocyanaat'],['390'],['toCN'],[9322],['302-04-5'],[9322],[],[],[],[],µg/L CNS,['302-04-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9322
2,['trichlofenidine'],['trichlofenidine'],[],['53720-80-2'],['trichlofenidine'],['8601'],['Tcfndne'],[93289],['53720-80-2'],[93289],[],[],[],[],,[],[],True,PubChemCompound,,['53720-80-2'],[],ChemischeStof,μg/L,PubChemCid 93289
2,['acequinocyl'],['acequinocyl'],['ACEQUINOCYL'],['57960-19-7'],[],[],['acqncl'],[93315],['57960-19-7'],[93315],[],['acequinocyl'],[],[],,[],[],True,PubChemCompound,,['57960-19-7'],[],ChemischeStof,μg/L,PubChemCid 93315
1,[],"['bis (1,3-dichloropropyl) ether']",[],['59440-89-0'],"['bis(1,3-dichloorpropyl)ether']",['1468'],[],[93323],['59440-89-0'],[93323],[],[],[],[],µg/L,['59440-89-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93323
3,['fenpropimorf'],['fenpropimorph'],['FENPROPIMORF'],['67564-91-4'],['fenpropimorf'],['8307'],['fenppmf'],[93365],['67564-91-4'],[93365],[],['fenpropimorf'],[],[],,[],[],True,PubChemCompound,,['67564-91-4'],[],ChemischeStof,μg/L,PubChemCid 93365
1,['hexa(methoxymethyl)melamine'],['hexa (methoxymethyl) melamine'],[],['68002-20-0'],[],[],['HxC1oxC1ymlm'],[93374],['68002-20-0'],[93374],[],[],[],[],,[],[],True,PubChemCompound,,['68002-20-0'],[],ChemischeStof,μg/L,PubChemCid 93374
1,[],['forchlorfenuron'],[],['68157-60-8'],['forchlorfenuron'],['8884'],[],[93379],['68157-60-8'],[93379],[],[],[],[],µg/L,['68157-60-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93379
2,['triazoxide'],['triazoxide'],[],['72459-58-6'],['triazoxide'],['8786'],['TazO'],[93422],['72459-58-6'],[93422],[],[],[],[],,[],[],True,PubChemCompound,,['72459-58-6'],[],ChemischeStof,μg/L,PubChemCid 93422
1,[],"[""2,3,3 ', 4,6-pentachlorobiphenyl""]",[],['74472-35-8'],"[""2,3,3',4,6-pentachloorbifenyl""]",['1301'],[],[93440],['74472-35-8'],[93440],[],[],[],[],µg/L,['74472-35-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93440
1,[],"[""2,3 ', 4', 5 ', 6-pentachlorobiphenyl""]",[],['74472-39-2'],"[""2,3',4',5',6-pentachloorbifenyl""]",['1317'],[],[93441],['74472-39-2'],[93441],[],[],[],[],µg/L,['74472-39-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93441
2,"[""2,2',3,4,6,6'-hexachloorbifenyl""]","[""2,2 '\xa0,\xa03,4,6'-hexachlorobiphenyl""]",[],['74472-40-5'],"[""2,2',3,4,6,6'-hexachloorbifenyl""]",['1337'],['PCB145'],[93442],['74472-40-5'],[93442],[],[],[],[],,[],[],True,PubChemCompound,,['74472-40-5'],[],ChemischeStof,μg/L,PubChemCid 93442
1,[],"[""2,3,3 ', 4,5', 6-hexachlorobiphenyl""]",[],['74472-43-8'],"[""2,3,3',4,5',6-hexachloorbifenyl""]",['1353'],[],[93443],['74472-43-8'],[93443],[],[],[],[],µg/L,['74472-43-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93443
1,[],"[""2,2 ', 3,4,5,6,6'-Heptachlorobiphenyl""]",[],['74472-49-4'],"[""2,2',3,4,5,6,6'-heptachloorbifenyl""]",['1378'],[],[93444],['74472-49-4'],[93444],[],[],[],[],µg/L,['74472-49-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93444
2,['pyraclofos'],['pyraclofos'],[],"['77458-01-6', '89784-60-1']",['pyraclofos'],['8937'],['pyrcfs'],[93460],"['77458-01-6', '89784-60-1']",[93460],[],[],[],[],,[],[],True,PubChemCompound,,['89784-60-1'],[],ChemischeStof,μg/L,PubChemCid 93460
1,[],['imibenconazole'],[],['86598-92-7'],['imibenconazool'],['8891'],[],[93483],['86598-92-7'],[93483],[],[],[],[],µg/L,['86598-92-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93483
1,['pyributicarb'],['pyributicarb'],[],['88678-67-5'],[],[],['pyrbtcb'],[93486],['88678-67-5'],[93486],[],[],[],[],,[],[],True,PubChemCompound,,['88678-67-5'],[],ChemischeStof,μg/L,PubChemCid 93486
3,['nikkel'],"['Nickel', 'nickel', 'nickel, after filtration at 0.45 µm']",[],['7440-02-0'],"['nikkel', 'nikkel, na filtratie over 0.45 æm']","['340', '341']",['Ni'],[935],['7440-02-0'],[935],[],['nikkel'],['Ni'],[],,[],[],True,PubChemCompound,atoms,['7440-02-0'],[],ChemischeStof,μg/L,PubChemCid 935
2,['tebupirimfos'],['tebupirimfos'],[],['96182-53-5'],['tebupirimfos'],['8959'],['tebprfs'],[93516],['96182-53-5'],[93516],[],[],[],[],,[],[],True,PubChemCompound,,['96182-53-5'],[],ChemischeStof,μg/L,PubChemCid 93516
2,['cloquintoceet-mexyl'],"['cloquintoceet-mexyl', 'cloquintocet-mexyl']",[],['99607-70-2'],['cloquintocet-mexyl'],['8838'],['cloqtcmxl'],[93528],['99607-70-2'],[93528],[],[],[],[],µg/L,['99607-70-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93528
2,['acrinathrin'],['acrinathrin'],[],['103833-18-7'],['acrinathrin'],['8807'],['acntn'],[93538],['103833-18-7'],"[93538, 6242405]",[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['103833-18-7'],[],ChemischeStof,μg/L,"PubChemCid 93538, PubChemCid 6242405"
1,['flazasulfuron'],['flazasulfuron'],[],['104040-78-0'],[],[],['flazsfrn'],[93539],['104040-78-0'],[93539],[],[],[],[],,[],[],True,PubChemCompound,,['104040-78-0'],[],ChemischeStof,μg/L,PubChemCid 93539
2,['novaluron'],['novaluron'],[],['116714-46-6'],['novaluron'],['8919'],['novlrn'],[93541],['116714-46-6'],[93541],[],[],[],[],,[],[],True,PubChemCompound,,['116714-46-6'],[],ChemischeStof,μg/L,PubChemCid 93541
1,[],['fluthiacet-methyl'],[],['117337-19-6'],['fluthiacet-methyl'],['8882'],[],[93542],['117337-19-6'],[93542],[],[],[],[],µg/L,['117337-19-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 93542
1,"['2,2-dichloor-1,1,1-trifluorethaan']","['2,2-dichloro-\xa01,1,1-trifluoroethane']",[],['306-83-2'],[],[],['HCFK123'],[9385],['306-83-2'],[9385],[],[],[],[],,[],[],True,PubChemCompound,,['306-83-2'],[],ChemischeStof,μg/L,PubChemCid 9385
1,['perfluorooctaansulfonylfluoride'],['perfluorooctane sulfonyl fluoride'],[],['307-35-7'],[],[],['PFOSF'],[9388],['307-35-7'],[9388],[],[],[],[],,[],[],True,PubChemCompound,,['307-35-7'],[],ChemischeStof,μg/L,PubChemCid 9388
2,['paraoxon-ethyl'],['paraoxon-ethyl'],[],['311-45-5'],['paraoxon-ethyl'],['8479'],['paroonC2y'],[9395],['311-45-5'],[9395],[],[],[],[],,[],[],True,PubChemCompound,,['311-45-5'],[],ChemischeStof,μg/L,PubChemCid 9395
3,['bromacil'],['bromacil'],['BROMACIL'],['314-40-9'],['bromacil'],['8057'],['bromcl'],[9411],['314-40-9'],[9411],[],['bromacil'],[],[],,[],[],True,PubChemCompound,,['314-40-9'],[],ChemischeStof,μg/L,PubChemCid 9411
1,[],['isocil'],[],['314-42-1'],['isocil'],['8378'],[],[9412],['314-42-1'],[9412],[],[],[],[],µg/L,['314-42-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9412
2,['mexacarbaat'],['mexacarbat'],[],['315-18-4'],['mexacarbaat'],['8915'],['mexcbt'],[9414],['315-18-4'],[9414],[],[],[],[],,[],[],True,PubChemCompound,,['315-18-4'],[],ChemischeStof,μg/L,PubChemCid 9414
1,"['heptafluorpropyl 1,2,2,2-tetrafluorethylether']","['heptafluoropropyl\xa01,2,\xa02,2-tetrafluoroethyl ether']",[],['3330-15-2'],[],[],['F7C3yF4C2yEt'],[94258],['3330-15-2'],[94258],[],[],[],[],,[],[],True,PubChemCompound,,['3330-15-2'],[],ChemischeStof,μg/L,PubChemCid 94258
2,['nitraat'],"['Nitrate', 'nitrate']",[],['14797-55-8'],['nitraat'],['283'],['NO3'],[943],['14797-55-8'],[943],[],['nitraat'],['NO3'],[],,[],[],True,PubChemCompound,ions,['14797-55-8'],[],ChemischeStof,mg/L,PubChemCid 943
2,['chinonamid'],"['quinonamid', 'quinonamide']",[],['27541-88-4'],['chinonamide'],['8532'],['chinnmd'],[94382],['27541-88-4'],[94382],[],[],[],[],,[],[],True,PubChemCompound,,['27541-88-4'],[],ChemischeStof,μg/L,PubChemCid 94382
1,['salpeterzuur'],['nitric acid'],[],['7697-37-2'],[],[],['HNO3'],[944],['7697-37-2'],[944],[],[],[],[],,[],[],True,PubChemCompound,,['7697-37-2'],[],ChemischeStof,μg/L,PubChemCid 944
2,['isopropylanthranilamide'],"['anthranilic acid isopropylamide', 'isopropylanthranilamide']",[],['30391-89-0'],['anthranilzuur-isopropylamide'],['8024'],['iC3yantnlAd'],[94411],['30391-89-0'],[94411],[],[],[],[],µg/L,['30391-89-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 94411
1,['oxadiargyl'],['oxadiargyl'],[],['39807-15-3'],[],[],['oxdagl'],[94498],['39807-15-3'],[94498],[],[],[],[],,[],[],True,PubChemCompound,,['39807-15-3'],[],ChemischeStof,μg/L,PubChemCid 94498
1,['flamprop-M-isopropyl'],['flamprop-M-isopropyl'],[],['63782-90-1'],[],[],['flampMiC3y'],[94583],['63782-90-1'],[94583],[],[],[],[],,[],[],True,PubChemCompound,,['63782-90-1'],[],ChemischeStof,μg/L,PubChemCid 94583
2,['nitriet'],"['Nitrite', 'nitrite']",[],['14797-65-0'],['nitriet'],['281'],['NO2'],[946],['14797-65-0'],[946],[],['nitriet'],['NO2'],[],,[],[],True,PubChemCompound,ions,['14797-65-0'],[],ChemischeStof,mg/L,PubChemCid 946
1,['geëthoxyleerde isodecylalcohol'],['ethoxylated isodecyl alcohol'],[],['61827-42-7'],[],[],['geetxldiC10y'],[94600],['61827-42-7'],[94600],[],[],[],[],,[],[],True,PubChemCompound,,['61827-42-7'],[],ChemischeStof,μg/L,PubChemCid 94600
1,['distikstof'],['nitrous'],[],['7727-37-9'],[],[],['N2'],[947],['7727-37-9'],[947],[],[],[],[],,[],[],True,PubChemCompound,,['7727-37-9'],[],ChemischeStof,μg/L,PubChemCid 947
3,['trichloronaat'],['trichloronate'],['TRICHLORONAAT'],['327-98-0'],['trichloronaat'],['8606'],['TClnt'],[9477],['327-98-0'],[9477],[],['trichloronaat'],[],[],,[],[],True,PubChemCompound,,['327-98-0'],[],ChemischeStof,μg/L,PubChemCid 9477
1,['distikstofoxide (lachgas)'],['nitrous oxide'],[],['10024-97-2'],[],[],['N2O'],[948],['10024-97-2'],[948],[],"['distikstofoxide', 'lachgas']",[],[],,[],[],True,PubChemCompound,,['10024-97-2'],[],ChemischeStof,μg/L,PubChemCid 948
1,[],['dichlorotrifluoromethylbenzene'],[],['328-84-7'],['dichloortrifluormethylbenzeen'],['1125'],[],[9481],['328-84-7'],[9481],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9481
1,[],['nitroacetophenone'],[],['614-21-1'],['nitroacetofenon'],['1618'],[],[94833],['614-21-1'],[94833],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 94833
2,"['N,N-dimethylaniline']","['N\xa0, N-dimethylaniline']",[],['121-69-7'],"['N,N-dimethylaniline']",['2053'],['NNDC1yAn'],[949],['121-69-7'],[949],[],[],[],[],,[],[],True,PubChemCompound,,['121-69-7'],[],ChemischeStof,μg/L,PubChemCid 949
2,"['2,5-dinitrofenol']","['2,5-dinitrophenol']",[],['329-71-5'],"['2,5-dinitrofenol']",['2248'],['25DNO2Fol'],[9492],['329-71-5'],[9492],[],[],[],[],,[],[],True,PubChemCompound,,['329-71-5'],[],ChemischeStof,μg/L,PubChemCid 9492
3,['linuron'],['linuron'],['LINURON'],['330-55-2'],['linuron'],['8394'],['linrn'],[9502],['330-55-2'],[9502],[],['linuron'],[],[],,[],[],True,PubChemCompound,,['330-55-2'],[],ChemischeStof,μg/L,PubChemCid 9502
2,"[""2,2',4,4'-tetrabroomdifenylether""]","[""2,2 ', 4,4'-tetrabromodiphenyl ether""]",[],['5436-43-1'],"[""2,2',4,4'-tetrabroomdifenylether""]",['2109'],['PBDE47'],[95170],['5436-43-1'],[95170],[],[],[],[],,[],[],True,PubChemCompound,,['5436-43-1'],[],ChemischeStof,μg/L,PubChemCid 95170
1,['diazomethaan'],['diazomethane'],[],['334-88-3'],[],[],['DazC1a'],[9550],['334-88-3'],[9550],[],[],[],[],,[],[],True,PubChemCompound,,['334-88-3'],[],ChemischeStof,μg/L,PubChemCid 9550
1,['hexadecafluorheptaan'],['hexadecafluoroheptane'],[],['335-57-9'],[],[],['hexdcFC7a'],[9553],['335-57-9'],[9553],[],[],[],[],,[],[],True,PubChemCompound,,['335-57-9'],[],ChemischeStof,μg/L,PubChemCid 9553
2,['perfluoroctaanzuur'],['perfluorooctanoic acid'],[],['335-67-1'],['perfluoroctaanzuur'],['2246'],['PFOA'],[9554],['335-67-1'],[9554],[],[],[],[],,[],[],True,PubChemCompound,,['335-67-1'],[],ChemischeStof,μg/L,PubChemCid 9554
1,"['perfluoroctaanzuur, zilver(1plus)zout (1-1)']","['perfluorooctanoic acid, silver (1plus) salt (1-1)']",[],['335-93-3'],[],[],['PFOA_Ag'],[9554],['335-93-3'],"[9554, 71079, 24182627, 90472346]",[],[],[],[],,[],[],True,PubChemCompound,,['335-93-3'],[],ChemischeStof,μg/L,"PubChemCid 9554, PubChemCid 71079, PubChemCid 24182627, PubChemCid 90472346"
2,['perfluordecaanzuur'],['perfluorodecanoic acid'],[],['335-76-2'],['perfluordecaanzuur'],['2265'],['PFDA'],[9555],['335-76-2'],[9555],[],[],[],[],,[],[],True,PubChemCompound,,['335-76-2'],[],ChemischeStof,μg/L,PubChemCid 9555
2,['cis-mevinfos'],['cis-mevinphos'],[],['298-01-1'],['cis-mevinfos'],['8644'],['cmevfs'],[9560],['298-01-1'],"[9560, 5355863, 6433175]",[],[],[],[],,[],[],True,PubChemCompound,,['298-01-1'],[],ChemischeStof,μg/L,"PubChemCid 9560, PubChemCid 5355863, PubChemCid 6433175"
2,['1-octanol'],"['1-octanol', 'octanol']",[],"['111-87-5', '29063-28-3']",['octanol'],['1451'],['1C8ol'],[957],"['111-87-5', '29063-28-3']",[957],[],[],[],"['CID found for Alias but not for CAS', 'row merged only based on Alias2Cid because Cas2Cid was not found on all rows']",,[],[],True,PubChemCompound,,['111-87-5'],[],ChemischeStof,μg/L,PubChemCid 957
3,['aldicarb'],['aldicarb'],['ALDICARB'],['116-06-3'],['aldicarb'],['8003'],['alDcb'],[9570071],['116-06-3'],[9570071],[],['aldicarb'],[],[],,[],[],True,PubChemCompound,,['116-06-3'],[],ChemischeStof,μg/L,PubChemCid 9570071
3,['foxim'],['foxim'],['FOXIM'],['14816-18-3'],['foxim'],['8346'],['fOxm'],[9570290],['14816-18-3'],[9570290],[],['foxim'],[],[],,[],[],True,PubChemCompound,,['14816-18-3'],[],ChemischeStof,μg/L,PubChemCid 9570290
3,['butocarboximsulfon'],"['butocarboxim sulfone', 'butoxycarboxime']",['BUTOXYCARBOXIM'],['34681-23-7'],['butoxycarboxim'],['8069'],['butcbOxmsfn'],"[61938, 9571009]",['34681-23-7'],[9571009],[],['butoxycarboxim'],[],['row merged only based on Cas2Cid because Alias2Cid was not found on all rows'],µg/L,['34681-23-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9571009
3,['pymetrozine'],['pymetrozine'],['PYMETROZINE'],['123312-89-0'],['pymetrozine'],['8703'],['pymtzne'],[9576037],['123312-89-0'],[9576037],[],['pymetrozine'],[],[],,[],[],True,PubChemCompound,,['123312-89-0'],[],ChemischeStof,μg/L,PubChemCid 9576037
2,['alanycarb'],['alanycarb'],[],['83130-01-2'],['alanycarb'],['8808'],['alncb'],[9576091],['83130-01-2'],[9576091],[],[],[],[],,[],[],True,PubChemCompound,,['83130-01-2'],[],ChemischeStof,μg/L,PubChemCid 9576091
2,['fenpyroximaat'],['fenpyroximate'],[],['134098-61-6'],['fenpyroximaat'],['8762'],['fenprxmt'],[9576412],['134098-61-6'],[9576412],[],[],[],[],,[],[],True,PubChemCompound,,['134098-61-6'],[],ChemischeStof,μg/L,PubChemCid 9576412
2,['butocarboximsulfoxide'],"['butocarboxime sulfoxide', 'butocarboxin sulfoxide']",[],['34681-24-8'],['butocarboxinsulfoxide'],['8634'],['butcbOxmSO'],"[119464, 9576739]",['34681-24-8'],[9576739],[],[],[],['row merged only based on Cas2Cid because Alias2Cid was not found on all rows'],µg/L,['34681-24-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9576739
3,['desfenylchloridazon'],"['chloridazon-desphenyl', 'desphenylchloridazone']",[],['6339-19-1'],['desfenylchloridazon'],['8732'],['desFyClidzn'],[95827],['6339-19-1'],[95827],[],['chloridazon-desfenyl'],[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 95827
3,['oxamyl'],['oxamyl'],['OXAMYL'],['23135-22-0'],['oxamyl'],['8473'],['Oaml'],[9595287],['23135-22-0'],[9595287],[],['oxamyl'],[],[],,[],[],True,PubChemCompound,,['23135-22-0'],[],ChemischeStof,μg/L,PubChemCid 9595287
1,[],['diethyl sulfide'],[],['352-93-2'],['diethylsulfide'],['1750'],[],[9609],['352-93-2'],[9609],[],[],[],[],µg/L,['352-93-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9609
1,"['2,4-diamino-6-nitrotolueen']","['2,4-diamino-6-nitrotoluene']",[],['6629-29-4'],[],[],['24DAo6NO2Tol'],[96177],['6629-29-4'],[96177],[],[],[],[],,[],[],True,PubChemCompound,,['6629-29-4'],[],ChemischeStof,μg/L,PubChemCid 96177
1,['broomchloordifluormethaan'],['bromochlorodifluoromethane'],[],['353-59-3'],[],[],['halon1211'],[9625],['353-59-3'],[9625],[],[],[],[],,[],[],True,PubChemCompound,,['353-59-3'],[],ChemischeStof,μg/L,PubChemCid 9625
1,[],['trichlorodifluoroethane'],[],['41834-16-6'],['trichloordifluorethaan'],['1060'],[],[9630],['41834-16-6'],[9630],[],[],[],[],µg/L,['41834-16-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9630
1,"['1,2-dichloor-1,1,2-trifluorethaan']","['1,2-dichloro-\xa01,1,2-trifluoroethane']",[],['354-23-4'],[],[],['HCFK123a'],[9631],['354-23-4'],[9631],[],[],[],[],,[],[],True,PubChemCompound,,['354-23-4'],[],ChemischeStof,μg/L,PubChemCid 9631
1,"['1-chloor-1,1,2,2-tetrafluorethaan']","['1-chloro-\xa01,1,\xa02,2-tetrafluoroethane']",[],['354-25-6'],[],[],['HCFK124a'],[9632],['354-25-6'],[9632],[],[],[],[],,[],[],True,PubChemCompound,,['354-25-6'],[],ChemischeStof,μg/L,PubChemCid 9632
1,"['1,2,2-trichloorfluorethaan (Fc-131)']","['1,2,2-trichlorofluoroethane (Fc-131)']",[],['359-28-4'],[],[],['HCFK131'],[9666],['359-28-4'],[9666],[],[],[],[],,[],[],True,PubChemCompound,,['359-28-4'],[],ChemischeStof,μg/L,PubChemCid 9666
1,['chloorfluoraniline'],['chlorofluoroaniline'],[],['367-21-5'],[],[],['ClFAn'],[9708],['367-21-5'],[9708],[],[],[],[],,[],[],True,PubChemCompound,,['367-21-5'],[],ChemischeStof,μg/L,PubChemCid 9708
1,['oxaalzuur'],['oxalic acid'],[],['144-62-7'],[],[],['oxzr'],[971],['144-62-7'],[971],[],[],[],[],,[],[],True,PubChemCompound,,['144-62-7'],[],ChemischeStof,μg/L,PubChemCid 971
1,['zuurstof'],['oxygen'],[],['7782-44-7'],['zuurstof'],['122'],['O2'],[977],['7782-44-7'],[977],[],"['zuurstof', 'zuurstof opgelost']",['O2'],[],mg/L O2,['7782-44-7'],[],True,PubChemCompound,ions,['7782-44-7'],[],ChemischeStof,mg/L,PubChemCid 977
1,['endosulfanether'],['endosulfan ether'],[],['3369-52-6'],[],[],['endsfetr'],[97768],['3369-52-6'],[97768],[],[],[],[],,[],[],True,PubChemCompound,,['3369-52-6'],[],ChemischeStof,μg/L,PubChemCid 97768
2,['perfluorbutaanzuur'],['perfluorobutanoic acid'],[],['375-22-4'],['perfluorbutaanzuur'],['2266'],['PFBA'],[9777],['375-22-4'],[9777],[],[],[],[],,[],[],True,PubChemCompound,,['375-22-4'],[],ChemischeStof,μg/L,PubChemCid 9777
1,['palladium 103'],['palladium 103'],[],['14967-68-1'],[],[],['Pd103'],[9793711],['14967-68-1'],[9793711],[],[],[],[],,[],[],True,PubChemCompound,,['14967-68-1'],[],ChemischeStof,μg/L,PubChemCid 9793711
1,[],['dimethylbenzofuranone'],[],['65817-24-5'],['dimethylbenzofuranon'],['1589'],[],[9793908],['65817-24-5'],[9793908],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9793908
2,['4-nitrofenol'],['4-nitrophenol'],[],['100-02-7'],['4-nitrofenol'],['8461'],['4NO2Fol'],[980],['100-02-7'],[980],[],[],[],[],,[],[],True,PubChemCompound,,['100-02-7'],[],ChemischeStof,μg/L,PubChemCid 980
1,"['2,4-dimethyl-3-hexanol']","['2,4-dimethyl-3-hexanol']",[],['13432-25-2'],[],[],['24DC1y3C6ol'],[98257],['13432-25-2'],[98257],[],[],[],[],,[],[],True,PubChemCompound,,['13432-25-2'],[],ChemischeStof,μg/L,PubChemCid 98257
2,['metaflumizon'],['metaflumizone'],[],['139968-49-3'],['metaflumizon'],['8910'],['mfmzn'],[9827529],['139968-49-3'],"[9827529, 11614934, 20056430]",[],[],[],[],,[],[],True,PubChemCompound,,['139968-49-3'],[],ChemischeStof,μg/L,"PubChemCid 9827529, PubChemCid 11614934, PubChemCid 20056430"
2,['milbemycin A3'],"['Milbemectin', 'milbemycin A3']",['MILBEMECTINE'],['51596-10-2'],[],[],['milbmcA3'],[9828343],['51596-10-2'],[9828343],[],['milbemectine'],[],[],,[],[],True,PubChemCompound,,[],"['51596-10-2', '51596-11-3']",,μg/L,PubChemCid 9828343
3,['flonicamid'],"['flonicamid', 'flonicamide']",['FLONICAMID'],['158062-67-0'],['flonicamide'],['8769'],['floncmd'],[9834513],['158062-67-0'],[9834513],[],['flonicamid'],[],[],,[],[],True,PubChemCompound,,['158062-67-0'],[],ChemischeStof,μg/L,PubChemCid 9834513
1,['prallethrin'],['prallethrin'],[],['23031-36-9'],[],[],['pralltn'],[9839306],['23031-36-9'],[9839306],[],[],[],[],,[],[],True,PubChemCompound,,['23031-36-9'],[],ChemischeStof,μg/L,PubChemCid 9839306
1,['verdyl acetaat'],['verdyl acetate'],[],['2500-83-6'],[],[],['DDPA'],[98478],['2500-83-6'],[98478],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['2500-83-6'],[],ChemischeStof,μg/L,PubChemCid 98478
